title	keyword	ASTEXT(locations.geometry)
アントラージュ・支える人々：リオ五輪　第９部　アテネ世代からの伝言／３　米田功さん（日本体操協会理事）	アテネ	POINT(37.9838096 23.7275388)
アントラージュ・支える人々：リオ五輪　第９部　アテネ世代からの伝言／４　塚原直也さん（朝日生命総監督）	アテネ	POINT(37.9838096 23.7275388)
アントラージュ・支える人々：リオ五輪　第９部　アテネ世代からの伝言／５　中野大輔さん（体操教室運営）	アテネ	POINT(37.9838096 23.7275388)
アントラージュ・支える人々：リオ五輪　第９部　アテネ世代からの伝言／６止　水鳥寿思さん（日本体操協会男子強化本部長）	アテネ	POINT(37.9838096 23.7275388)
アーチェリー：女子五輪代表・永峰、ミキハウスに入社　「メダルが目標」	永峰	POINT(35.6735714 139.7403941)
アート小路：芹沢〓介（けいすけ）のいろは—金子量重コレクション　鮮やかな感覚の染め物	アート小路	POINT(35.03261 135.755723)
イスラエル政府：ゴラン高原で閣議	イスラエル	POINT(31.046051 34.851612)
トルコ首相補佐官：「対イスラエル正常化へ」	イスラエル	POINT(31.046051 34.851612)
イスラエル政府：ゴラン高原で閣議	ゴラン高原	POINT(33.0155854 35.784354)
イノシシ——トラクター並みの鼻力（野のしらべ）	--トラクター	POINT(38.3203988 -90.5757214)
イランにＥＵ代表部設置へ（ダイジェスト）	イラン	POINT(32.427908 53.688046)
イラン軍、首都でパレード（ダイジェスト）	イラン	POINT(32.427908 53.688046)
イラン軍、首都でパレード（ダイジェスト）	首都	POINT(39.9584421 116.4568252)
インド、７．７％成長に加速、本社エコノミスト調査、ＡＳＥＡＮは足踏み。	インド	POINT(20.593684 78.96288)
インド中銀、融資規制強化策を撤回。	インド	POINT(20.593684 78.96288)
シンガポールドル安値圏、緩和政策を展開、インドルピーも安い。	インド	POINT(20.593684 78.96288)
ウィーン・フォルクスオーパー日本公演——オペレッタの代表作上演（アートライフ）	ウィーン	POINT(48.2081743 16.3738189)
ウクライナ新首相承認。	ウクライナ	POINT(48.379433 31.16558)
ウクライナ：最高会議議長、新首相に承認	ウクライナ	POINT(48.379433 31.16558)
エクアドル　死者２７２人に　Ｍ７．８地震　４邦人連絡とれず	エクアドル	POINT(-1.831239 -78.183406)
エクアドル、死者２７０人超　地震、住民多数なお下敷きか	エクアドル	POINT(-1.831239 -78.183406)
エクアドルでＭ７．８　２３３人死亡、非常事態宣言	エクアドル	POINT(-1.831239 -78.183406)
エクアドルでＭ７．８地震、死者２３３人、非常事態を宣言。	エクアドル	POINT(-1.831239 -78.183406)
エクアドル地震：死者２７２人に　６州非常事態宣言	エクアドル	POINT(-1.831239 -78.183406)
エクアドルＭ７．８　２３３人死亡　６州非常事態宣言　負傷者１５００人超	エクアドル	POINT(-1.831239 -78.183406)
エコノミクストレンド、社員の人脈、業績にも影響——若林直樹京都大教授、「見えざる資産」形成を（経済教室）	経済教室	POINT(34.6612546 135.501441)
オペラ上演、劇場が指揮、共同制作、作品に独自性、優秀な歌手、機動的に起用（文化）	劇場	POINT(25.0515886 121.5452326)
オリックス、西武——西、気迫で不振脱す、やっと今季初勝利。	--西	POINT(30.4382559 -84.2807329)
カップ麺、ベトナムで増産、エースコック、高価格品を開拓。	ベトナム	POINT(14.058324 108.277199)
キッザニア、シンガポールで開業（アジアフラッシュ）	シンガポール	POINT(1.352083 103.819836)
シンガポールに運用会社、富国生命。	シンガポール	POINT(1.352083 103.819836)
クレディ・スイスに処分勧告	スイス	POINT(46.818188 8.227512)
クレディ・スイス処分へ、監視委勧告、重要情報で顧客勧誘。	スイス	POINT(46.818188 8.227512)
クレディ・スイス処分を金融庁に勧告	スイス	POINT(46.818188 8.227512)
スイス「オーデマ・ピゲ」工房探訪　機械式時計　技術力の粋	スイス	POINT(46.818188 8.227512)
クローズアップ２０１６：熊本地震　３地域連鎖、被害拡大　「四国に影響懸念」	四国	POINT(33.7432238 133.6375314)
クローズアップ２０１６：熊本地震　３地域連鎖、被害拡大　「四国に影響懸念」	熊本地震	POINT(32.8624343 130.7666906)
サウジ原油５月積み調整金、代表油種で小幅下げ。	サウジ	POINT(23.885942 45.079162)
サッカー：Ｊ１第１ステージ　柏、５戦負けなし	J1第1ステージ 柏	POINT(35.8101044 139.9583601)
サッカー：Ｊ１第１ステージ　柏１−０ガ大阪　柏、５戦負けなし　攻めの守りが結実	J1第1ステージ 柏	POINT(35.8101044 139.9583601)
サッカー：Ｊ１第１ステージ　柏１−０ガ大阪　柏、５戦負けなし　攻めの守りが結実	大阪 柏	POINT(34.5793052 135.6286422)
サッカー：Ｊ１第１ステージ　横浜マ５−１磐田	磐田	POINT(34.7179035 137.8515133)
サミット中　志摩線運休＝中部	志摩線	POINT(35.5153068 136.8944021)
サミット費用、洞爺湖の倍以上——三重県、経済効果追う（列島追跡）	洞爺湖	POINT(42.625499 140.8433144)
サミット費用、洞爺湖の倍以上——三重県、経済効果追う（列島追跡）	三重県	POINT(34.7302829 136.5085883)
シカゴ大豆が反落（商品）	シカゴ	POINT(41.8781136 -87.6297982)
シネマの週末・チャートの裏側：週末興行成績　４月９、１０日	シネマ	POINT(43.0085867 144.4034814)
シネマの週末・チャートの裏側：野心的な作品に格	シネマ	POINT(43.0085867 144.4034814)
シネマの週末・トピックス：さざなみ	シネマ	POINT(43.0085867 144.4034814)
シネマの週末・トピックス：オマールの壁	シネマ	POINT(43.0085867 144.4034814)
シネマの週末・トピックス：グランドフィナーレ	シネマ	POINT(43.0085867 144.4034814)
シネマの週末・トピックス：ハロルドが笑うその日まで	シネマ	POINT(43.0085867 144.4034814)
シベリア抑留：「終わらぬ戦後」シベリアに１１年　苦難、はがき５２通　帰国願い家族と交わす	シベリア	POINT(61.0137097 99.1966559)
シベリア抑留：「終わらぬ戦後」シベリアに１１年　苦難、はがき５２通　舞鶴引揚記念館・長嶺睦学芸員の話	シベリア	POINT(61.0137097 99.1966559)
シベリア抑留：「終わらぬ戦後」シベリアに１１年　苦難、はがき５２通　舞鶴引揚記念館・長嶺睦学芸員の話	舞鶴引揚記念館	POINT(35.509521 135.396693)
シャープ本社移転先、堺工場を検討、鴻海側も要望。	本社移転先	POINT(34.0521188 -118.2457019)
シャープ本社移転先、堺工場を検討、鴻海側も要望。	堺工場	POINT(34.5245033 135.4726496)
シリア：人民議会選、与党が圧勝	シリア	POINT(34.802075 38.996815)
ローマ法王：ギリシャ・レスボス島訪問　シリア難民１２人連れ帰国へ	シリア	POINT(34.802075 38.996815)
シンガポールに運用会社、富国生命。	富国	POINT(35.6707374 139.7551785)
シンガポール・テレコム、インドネシアで動画配信（アジアフラッシュ）	インドネシア	POINT(-0.789275 113.921327)
シンガポールＧＩＣ、仏ＲＥＩＴに１４６億円出資、カナダ、印に続き。	カナダ	POINT(56.130366 -106.346771)
ジカ熱防げ、都が蚊採取、代々木公園。	代々木公園	POINT(35.671736 139.6949447)
デング熱、ジカ熱　調査へ蚊を捕獲　代々木公園など	代々木公園	POINT(35.671736 139.6949447)
ジカ熱防げ、都が蚊採取、代々木公園。	都	POINT(33.8583483 -118.0647871)
スイング、はじける　日仏の女性バイオリニスト、ジャズで多彩に	仏	POINT(34.946324 136.9611841)
仏名門校の経営学修士、慶大生取得１年短く、両校が提携。	仏	POINT(34.946324 136.9611841)
スズキがメガソーラー、７９億円で静岡に、発電能力２万キロワット。	静岡	POINT(34.9771201 138.3830845)
伊豆（静岡）市長選　現職・菊地豊氏が３選	静岡	POINT(34.9771201 138.3830845)
スポーツ界、支援の輪　柔道・山下さんやゴルフ・松山ら　熊本地震	松山ら	POINT(37.3728473 139.5564174)
スーパー　百貨店で明暗　２月期決算　衣料品不振　重しに	スーパー 百貨店	POINT(35.3750868 139.1818298)
スーパーラグビー——悪夢の地で９２失点、攻撃ばらばら、守備崩壊。	地	POINT(39.2903848 -76.6121893)
ソフトボール・日本リーグ女子１７日　上野が勝利投手	上野	POINT(35.7089183 139.7742183)
ソフト会社、タイで設立、デンソーと豊田通商。	タイ	POINT(15.870032 100.992541)
ダビンチ一族：１５世代離れも４０人　出身地イタリアで生存	イタリア	POINT(41.87194 12.56738)
ダビンチ一族：１５世代離れも４０人　出身地イタリアで生存	出身地	POINT(35.5721047 133.2655965)
チェコ英語略称「チェキア」に	チェコ	POINT(49.817492 15.472962)
チンパンジーと博士の知の探検（４８）京都大学高等研究院特別教授松沢哲郎——南米で人間の進化考える。	南米	POINT(-8.783195 -55.491477)
テロ準備の疑い、英当局５人逮捕	英	POINT(-8.854053 121.654198)
テロ準備容疑で英で５人逮捕	英	POINT(-8.854053 121.654198)
パナマ文書：「英首相辞任はない」　英エコノミスト誌元編集長に聞く	英	POINT(-8.854053 121.654198)
世界の砂糖供給量、１１４０万トンの不足に、１５〜１６年度、英商社予測。	英	POINT(-8.854053 121.654198)
デング・ジカ熱：東京都、防止へ蚊調査　公園など	東京都	POINT(35.6894875 139.6917064)
先生はパラリンピアン——特別支援学校、選手を招き交流、東京都、競技体験で才能発掘（学ぶ）	東京都	POINT(35.6894875 139.6917064)
トルコ首相補佐官：「対イスラエル正常化へ」	トルコ	POINT(38.963745 35.243322)
ハンドドリップコーヒー　お店の味めざし自宅でも	自宅	POINT(38.376769 140.8621033)
主婦、自宅で空き時間活用、サイト制作を仲介、ソフトバンク。	自宅	POINT(38.376769 140.8621033)
余震「眠れない」　自宅へ「怖くて戻れない」　熊本地震	自宅	POINT(38.376769 140.8621033)
ハンドドリップコーヒー　お店の味めざし自宅でも	店	POINT(36.5192597 140.6273504)
バニラ・エア：入管経ずに４７人入国　リムジンバスがミス　成田空港	成田空港	POINT(35.7719867 140.3928501)
バンク・オブ・アメリカ、１３％減益、市場の混乱響く、１〜３月。	アメリカ	POINT(37.09024 -95.712891)
パキスタン首相を「出品」、パナマ文書批判、競売サイトに。	パキスタン	POINT(30.375321 69.345116)
パキスタン首相を「出品」、パナマ文書批判、競売サイトに。	パナマ	POINT(8.537981 -80.782127)
パナマ　汚名返上図る　「資産隠し容認」批判受け　税逃れ対策　国際協力へ	パナマ	POINT(8.537981 -80.782127)
パナマ当局の捜索終了	パナマ	POINT(8.537981 -80.782127)
パナマ文書で引責、スペイン産業相辞表	パナマ	POINT(8.537981 -80.782127)
パナマ文書問題、税逃れどう防ぐ——早稲田大学大学院教授青山慶二氏、取引の実態見極め必要。	パナマ	POINT(8.537981 -80.782127)
パナマ文書問題、税逃れどう防ぐ、ＯＥＣＤ租税センター局長パスカル・サンタマン氏、途上国と情報共有、支援。	パナマ	POINT(8.537981 -80.782127)
パナマ文書報道：「最大リーク」分析、７６カ国の記者参加	パナマ	POINT(8.537981 -80.782127)
パナマ文書巡り報道統制強化か、ロシア。	パナマ	POINT(8.537981 -80.782127)
パナマ文書：「英首相辞任はない」　英エコノミスト誌元編集長に聞く	パナマ	POINT(8.537981 -80.782127)
パナマ文書：スペイン産業相辞任　関与の報道	パナマ	POINT(8.537981 -80.782127)
プーチン氏、パナマ文書「米の挑発」　テレビ対話、北方領土「いつか妥協も」	パナマ	POINT(8.537981 -80.782127)
パナソニック、キッチンや浴室の高級モデル拡充。	キッチン	POINT(44.9930035 -84.9487784)
パナソニック、キッチンや浴室の高級モデル拡充。	浴室	POINT(31.062843 121.422112)
パナマ文書巡り報道統制強化か、ロシア。	ロシア	POINT(61.52401 105.318756)
ロシアなどの１４選手の資格停止解除　世界反ドーピング機関	ロシア	POINT(61.52401 105.318756)
北方領土：ロシア検察幹部、色丹住民聴取へ　実効支配誇示か	ロシア	POINT(61.52401 105.318756)
パリ・マラソン：６位小崎　育児と走り、４０歳の挑戦　東京五輪まで現役貫きたい	パリ	POINT(48.856614 2.3522219)
パワーリフティング　国際フォーラムで　東京パラリンピック	東京パラリンピック	POINT(35.6668107 139.7493965)
ピカソ版画１１点、金庫から盗難、ドイツ金融機関が被害。	ドイツ	POINT(51.165691 10.451526)
フィナテキスト、海外で投資教育アプリ、台湾・欧州に現法。	欧州	POINT(54.5259614 15.2551187)
フィリピン留学　英語力向上へ安く効果大	フィリピン	POINT(12.879721 121.774017)
フィリピン長距離電話、社名を「ＰＬＤＴ」に変更（アジアフラッシュ）	フィリピン	POINT(12.879721 121.774017)
ブックマーク：沖縄の「いい暮らし」＝岸政彦（社会学者）	沖縄	POINT(26.2124013 127.6809317)
九州・沖縄景況判断　３０か月連続据え置く　４月、日銀福岡支店	沖縄	POINT(26.2124013 127.6809317)
ブラジル下院、弾劾承認——国民の不満、動き後押し、五輪まで政治混乱も。	ブラジル	POINT(-14.235004 -51.92528)
ブラジル下院、弾劾承認、ルセフ大統領、瀬戸際に。	ブラジル	POINT(-14.235004 -51.92528)
ブラジル大統領、弾劾審議始まる、下院本会議。	ブラジル	POINT(-14.235004 -51.92528)
ブラジル大統領、窮地　「弾劾」上下院とも賛成派優勢　月内に職務停止も	ブラジル	POINT(-14.235004 -51.92528)
ブラジル大統領弾劾、集票工作激しく、きょうから下院審議。	ブラジル	POINT(-14.235004 -51.92528)
ブラジル：ルセフ大統領の弾劾、下院通過か　採決へ	ブラジル	POINT(-14.235004 -51.92528)
ブラジル：大統領弾劾、下院採択　職務停止は不可避	ブラジル	POINT(-14.235004 -51.92528)
ルセフ氏弾劾、下院可決　職務停止１８０日、強まる　ブラジル	ブラジル	POINT(-14.235004 -51.92528)
プロ野球　広島１０—１中日　新井、２０００安打あと９	日	POINT(50.6325574 5.5796662)
プーチン氏、パナマ文書「米の挑発」　テレビ対話、北方領土「いつか妥協も」	北方	POINT(35.4356957 136.6844336)
プーチン氏、北方領土「妥協見いだせる」——日ロ首脳会談へ地ならしを狙う、きょう外相会談。	北方	POINT(35.4356957 136.6844336)
プーチン氏、北方領土「妥協見いだせる」、首相の５月訪ロ評価。	北方	POINT(35.4356957 136.6844336)
北方領　首脳会談に期待　外相会談　露の強硬姿勢　想定内	北方	POINT(35.4356957 136.6844336)
北方領土：ロシア検察幹部、色丹住民聴取へ　実効支配誇示か	北方	POINT(35.4356957 136.6844336)
ヘイト対策法案、修正求める　韓国民団	民団	POINT(38.264549 140.879697)
ヘリパッド移設への妨害行為　沖縄県、行政指導へ　政府と初の作業部会	沖縄県	POINT(26.2124013 127.6809317)
ベルギー、ミシェル首相——ベルギー、失敗国家でない（Ｖｏｉｃｅ）	ベルギー	POINT(50.503887 4.469936)
ベルギー同時テロ：「みんなで連帯を」　追悼デモ	ベルギー	POINT(50.503887 4.469936)
ベルギー同時テロ：欧州委、警備に「欠陥」　指摘放置、閣僚辞任	ベルギー	POINT(50.503887 4.469936)
ベルギー同時テロ：欧州委、警備に「欠陥」　指摘放置、閣僚辞任	警備	POINT(31.9253444 131.4185281)
ボストン・マラソン：君原さん「完走したい」　第１２０回大会に出場	ボストン	POINT(42.3600825 -71.0588801)
マイナス金利下でローン——住宅向け長期固定を軸に（はじめの一家修業中）	--住宅	POINT(32.0152288 118.7905868)
マツダ本社工場で生産、北米向けＣＸ−９公開　「モノ造り革新」磨く円高耐性	本社	POINT(37.1242519 140.2362295)
一時金１．３％増１８４万円、伸び率４年で最小、本社１次集計、新興国減速・資源安、電機や機械抑制。	本社	POINT(37.1242519 140.2362295)
今春ベア実施、７３％に増加、賃上げ率は鈍化、本社１次集計。	本社	POINT(37.1242519 140.2362295)
北海道——男山、本社・工場建て替え（列島ダイジェスト）	本社	POINT(37.1242519 140.2362295)
マツダ本社工場で生産、北米向けＣＸ−９公開　「モノ造り革新」磨く円高耐性	北米	POINT(54.5259614 -105.2551187)
マンション価格上昇続く、３月の首都圏、戸数は４カ月連続減。	首都圏	POINT(42.63835 141.635187)
マンション発売戸数：２年連続減、コスト増響く　首都圏３万８０００戸　１５年度	首都圏	POINT(42.63835 141.635187)
中国電、カープの試合で首都圏の客開拓。	首都圏	POINT(42.63835 141.635187)
マンション発売　近畿３年連続減　１５年度　１万８３７４戸	マンション	POINT(37.913439 139.060401)
ミキッチ笑顔　幸運なゴール広島／Ｊリーグ	広島/Jリーグ	POINT(34.3950437 132.4587747)
ミサイル失敗　北の新たな挑発警戒　日米韓で対応協議	韓	POINT(35.907757 127.766922)
北朝鮮：中距離弾の発射失敗　技術力不足露呈　米韓指摘	韓	POINT(35.907757 127.766922)
モノタロウ、当日出荷品目２倍に、茨城に物流新拠点。	拠点	POINT(40.8334529 111.7080297)
モノタロウ、当日出荷品目２倍に、茨城に物流新拠点。	茨城	POINT(36.3418112 140.4467935)
ヤクルトの谷内、活気づける一打。	谷内	POINT(37.8362969 138.898393)
ラグビーＷ杯責任者　会場の花園視察「重要な競技場」	花園	POINT(42.366198 -71.062146)
リオ五輪サッカー組み合わせ、初戦はナイジェリア、日本。	ナイジェリア	POINT(9.081999 8.675277)
リオ五輪：サッカー男子　日本Ｂ組、強豪ぞろい　ナイジェリア・コロンビア・スウェーデン	ナイジェリア	POINT(9.081999 8.675277)
リオ五輪：サッカー男子　日本Ｂ組、強豪ぞろい　ナイジェリア・シアシア監督の話	ナイジェリア	POINT(9.081999 8.675277)
リオ五輪：サッカー男子　Ｂ組日本、１次突破へ最難関　ナイジェリア、コロンビア、スウェーデン	ナイジェリア	POINT(9.081999 8.675277)
リオ五輪：サッカー男子　日本Ｂ組、強豪ぞろい　ナイジェリア・コロンビア・スウェーデン	コロンビア	POINT(4.570868 -74.297333)
リオ五輪：サッカー男子　日本Ｂ組、強豪ぞろい　日本、コロンビア、スウェーデン監督の話	コロンビア	POINT(4.570868 -74.297333)
リオ五輪：サッカー男子　Ｂ組日本、１次突破へ最難関　ナイジェリア、コロンビア、スウェーデン	コロンビア	POINT(4.570868 -74.297333)
リオ五輪：サッカー男子　日本Ｂ組、強豪ぞろい　ナイジェリア・コロンビア・スウェーデン	スウェーデン	POINT(60.128161 18.643501)
リオ五輪：サッカー男子　日本Ｂ組、強豪ぞろい　日本、コロンビア、スウェーデン監督の話	スウェーデン	POINT(60.128161 18.643501)
リオ五輪：サッカー男子　Ｂ組日本、１次突破へ最難関　ナイジェリア、コロンビア、スウェーデン	スウェーデン	POINT(60.128161 18.643501)
リコー、環境技術の開発拠点、「廃プラから水素」など。	開発拠点	POINT(34.9947319 135.7401543)
ルーマニア、出場を逃す　体操・五輪最終予選	ルーマニア	POINT(45.943161 24.96676)
レスター同点、首位をキープ　サッカー・イングランド１部	イングランド	POINT(52.3555177 -1.1743197)
ローマ法王、難民支援呼びかけ、ギリシャの「最前線」訪問。	ギリシャ	POINT(39.074208 21.824312)
ローマ法王「壁より橋を」　難民拒否に懸念	橋	POINT(48.8566185 2.3467787)
ローマ法王：ギリシャ・レスボス島訪問　シリア難民１２人連れ帰国へ	ギリシャ・レスボス島	POINT(39.2645095 26.2777073)
ワールド・トレジャー：特派員が選ぶ私の世界遺産　ビール純粋令（ドイツ・ベルリン）　庶民の味を守り５００年	ベルリン	POINT(52.5200066 13.404954)
一時金１．３％増１８４万円、伸び率４年で最小、本社１次集計、新興国減速・資源安、電機や機械抑制。	新興国	POINT(25.1806713 121.4396333)
一部地域、携帯不通に　熊本地震	一部地域	POINT(26.2249252 127.6938825)
三菱マテリアル、貴金属リサイクル新施設。	施設	POINT(41.7934348 -87.7510662)
催し・施設・ご招待　マリオン	施設	POINT(41.7934348 -87.7510662)
上海、３カ月ぶり高値（アジア株）	上海	POINT(31.2303904 121.4737021)
上海は小反落（アジア株）	上海	POINT(31.2303904 121.4737021)
不明９人　懸命の捜索　熊本地震　南阿蘇村　迫る「発生７２時間」	熊本地震 南阿蘇村	POINT(32.877605 130.965044)
不正アクセス認め結審、元岐阜県職員、初公判（ピックアップ）	岐阜県	POINT(35.3912272 136.7222906)
世界遺産目指し指定区域を拡張、西表石垣国立公園。	西表石垣国立公園	POINT(24.335121 124.093009)
中上紀——漂流の通辞ダンケッチ、紀伊から世界へ出る人々（半歩遅れの読書術）	紀伊	POINT(34.2691409 135.2466521)
中国・北京市、人権派弁護士の資格取り消し（ダイジェスト）	北京市	POINT(39.9041999 116.4073963)
中国停滞、見えぬ出口、１〜３月６．７％成長に減速、製造業不振、消費も陰り。	出口	POINT(34.7999027 135.627149)
中国軍制服組トップが南シナ海施設視察	制服組	POINT(32.7739128 130.3735086)
中国軍機　南沙に離着陸	南沙	POINT(22.801624 113.525165)
中国：南沙諸島から急病人を移送　支配誇示か	南沙諸島	POINT(8.6333333 111.9166667)
中垣内氏が堺の部長に／バレーボール	堺	POINT(34.573262 135.482998)
中日序盤に６点　中日６—０阪神　プロ野球	中日	POINT(35.178869 136.897154)
中野屋中野吉貫社長——訪日客に讃岐うどん手打ち教室、身ぶり手ぶりで楽しさ伝える（みちしるべ）	中野屋	POINT(35.5430542 139.4491103)
中野屋中野吉貫社長——訪日客に讃岐うどん手打ち教室、身ぶり手ぶりで楽しさ伝える（みちしるべ）	讃岐うどん手打ち教室	POINT(34.2961179 134.0109555)
九州、震度６相次ぐ、熊本、死者４１人に、Ｍ７．３「本震」被害拡大、大分でも避難者。	大分	POINT(33.2381718 131.6126189)
九州インフラ寸断、空港・新幹線マヒ、生鮮出荷減、景気下押しも。	空港	POINT(34.7967692 135.4427599)
九州インフラ寸断、空港・新幹線マヒ、生鮮出荷減、景気下押しも。	新幹線	POINT(39.87201 116.310225)
九州北部、地震で地盤緩んだ可能性、大雨警報「避難早めに」。	北部	POINT(9.5439269 -0.9056623)
九州道の跨道橋、支柱外れて崩落　熊本地震	九州道	POINT(32.7340001 130.7755365)
九州道の跨道橋、支柱外れて崩落　熊本地震	跨道橋	POINT(38.6346965 139.8323769)
二世帯住宅、注意点は？——ファイナンシャルプランナー久谷真理子さん、相続発生前に「分筆」も選択肢（家計のギモン）	世帯住宅	POINT(33.7457561 129.6952871)
二世帯住宅、注意点は？——ファイナンシャルプランナー久谷真理子さん、相続発生前に「分筆」も選択肢（家計のギモン）	ファイナンシャルプランナー	POINT(35.6659947 139.743808)
井山、七冠持ち越し　伊田十段が勝利　十段戦第３局	井山	POINT(35.1856456 137.5695386)
井山、連勝１８で止まる　伊田が初勝利　囲碁十段戦	井山	POINT(35.1856456 137.5695386)
交差点で車衝突、小５の男児死亡、千葉。	交差点	POINT(34.3379139 134.1078194)
人工知能作品に「著作権」——ＩＴビジネス巻き返し、欧米は現行法で対応。	欧米	POINT(22.6371385 120.3183474)
仁清、幻の茶つぼ、福井県立美術館に寄贈。	仁清	POINT(31.21728 121.463605)
仁清、幻の茶つぼ、福井県立美術館に寄贈。	福井県立美術館	POINT(36.0785345 136.2152504)
今週の本棚・この３冊：メキシコ　柳下毅一郎・選	メキシコ	POINT(23.634501 -102.552784)
北の貨物船をメキシコ没収　韓国報道、制裁関連か	メキシコ	POINT(23.634501 -102.552784)
今週の本棚：三浦雅士・評　『僕の名はアラム』／『アルメニア人の歴史』	アルメニア	POINT(40.069099 45.038189)
今週の本棚：小島ゆかり・評　『焼野まで』＝村田喜代子・著	焼野	POINT(34.7166755 135.5851551)
仏機、関空に緊急着陸	関空	POINT(34.4320024 135.2303939)
伊勢志摩サミット会場ホテル、敷地内に温浴施設、近鉄ＨＤ、訪日客に照準。	会場ホテル	POINT(35.7316703 139.7274067)
伊勢志摩サミット会場ホテル、敷地内に温浴施設、近鉄ＨＤ、訪日客に照準。	温浴施設	POINT(36.9505973 138.7996231)
伊勢志摩サミット会場ホテル、敷地内に温浴施設、近鉄ＨＤ、訪日客に照準。	敷地	POINT(34.948871 138.4151852)
伊豆（静岡）市長選　現職・菊地豊氏が３選	伊豆	POINT(34.856636 138.938598)
余録：「臘子鳥が天を覆って、西南より東北に飛んだ」…	東北	POINT(-20.9030555 27.4556388)
余録：「臘子鳥が天を覆って、西南より東北に飛んだ」…	西南	POINT(33.589421 130.358349)
侵入容疑男、盗み目的か、ゴールデン街火災。	ゴールデン街火災	POINT(35.6937775 139.7046129)
備讃瀬戸の島々（７）大島のハンセン病療養所——鎮魂の碑、宿る悲しみ（ふるさと再訪）	備讃瀬戸	POINT(34.3031805 133.8212858)
備讃瀬戸の島々（７）大島のハンセン病療養所——鎮魂の碑、宿る悲しみ（ふるさと再訪）	大島	POINT(34.7408836 139.3856256)
入国手続き、４７人スルー　台北からの乗客を国内線到着口へ誘導	スルー 台北	POINT(40.7887376 -73.8533252)
全農、「多収穫米」を強化	全農	POINT(38.332309 140.3682732)
八代市庁舎封鎖　熊本地震	八代市	POINT(32.5074371 130.6017433)
六福集団（香港）——直営店の減収発表を嫌気（アジア注目銘柄）	香港	POINT(22.396428 114.109497)
前ソウル支局長　韓国紙「訴訟費の一切請求」　実際は一部のみ	一部	POINT(32.9682905 130.4624898)
前橋・４人射殺：死刑囚「別の２人の殺害関与」　警視庁、遺体捜索へ	前橋	POINT(36.3894816 139.0634281)
北朝鮮核実験場で動き活発に（ダイジェスト）	北朝鮮核実験場	POINT(39.7750261 125.7543813)
北海道——男山、本社・工場建て替え（列島ダイジェスト）	北海道	POINT(43.2203266 142.8634737)
北海道大荒れ　特急７時間半足止め	北海道	POINT(43.2203266 142.8634737)
北海道５区、池田氏・和田氏競り合う　京都３区、泉氏が優勢　衆院補選情勢調査	北海道	POINT(43.2203266 142.8634737)
北海道——男山、本社・工場建て替え（列島ダイジェスト）	--男山	POINT(43.7959201 142.4090932)
北海道５区、池田氏・和田氏競り合う　京都３区、泉氏が優勢　衆院補選情勢調査	京都3区	POINT(34.9246656 135.6939438)
卓球五輪アジア予選、伊藤、世界女王破る、石川、出場権取れず。	石川	POINT(36.5946816 136.6255726)
